epoch,step,test_inhibitors_classes_acc,test_inhibitors_classes_auc,test_inhibitors_classes_loss,test_inhibitors_classes_pr_auc,test_inhibitors_classes_precision,test_inhibitors_classes_recall,test_total_acc,test_total_auc,test_total_loss,test_total_pr_auc
0,0,0.6393782496452332,0.7223402261734009,2.149470090866089,0.6903107762336731,0.6505485773086548,0.6600774526596069,0.6393782496452332,0.7223402261734009,2.149470090866089,0.6903107762336731
0,0,0.7058823704719543,0.733564019203186,1.7742602825164795,0.7499920725822449,0.7179487347602844,0.7058823704719543,0.7058823704719543,0.733564019203186,1.7742602825164795,0.7499920725822449
0,0,0.613070547580719,0.691493809223175,2.8807449340820312,0.6684579849243164,0.6220795512199402,0.6300076246261597,0.613070547580719,0.691493809223175,2.8807449340820312,0.6684579849243164
0,0,0.6764705777168274,0.7889273166656494,1.9053436517715454,0.8052000999450684,0.6821428537368774,0.6764706373214722,0.6764705777168274,0.7889273166656494,1.9053436517715454,0.8052000999450684
0,0,0.658713698387146,0.6714611053466797,1.6064249277114868,0.6538655161857605,0.6293730735778809,0.6199337244033813,0.658713698387146,0.6714611053466797,1.6064249277114868,0.6538655161857605
0,0,0.7058823704719543,0.7986111044883728,1.2958431243896484,0.8138225674629211,0.7348484992980957,0.7152777910232544,0.7058823704719543,0.7986111044883728,1.2958431243896484,0.8138225674629211
0,0,0.6296680569648743,0.7037546634674072,3.5163235664367676,0.6713797450065613,0.6406011581420898,0.6494601964950562,0.6296680569648743,0.7037546634674072,3.5163235664367676,0.6713797450065613
0,0,0.6969696879386902,0.7977941036224365,1.8005419969558716,0.815554141998291,0.7096153497695923,0.7003676891326904,0.6969696879386902,0.7977941036224365,1.8005419969558716,0.815554141998291
0,0,0.6421161890029907,0.6957261562347412,3.146503448486328,0.6632960438728333,0.6405496597290039,0.6503165364265442,0.6421161890029907,0.6957261562347412,3.146503448486328,0.6632960438728333
0,0,0.7878788113594055,0.8189338445663452,1.9703960418701172,0.814997673034668,0.7969924807548523,0.7904411554336548,0.7878788113594055,0.8189338445663452,1.9703960418701172,0.814997673034668
