epoch,step,test_inhibitors_classes_acc,test_inhibitors_classes_auc,test_inhibitors_classes_loss,test_inhibitors_classes_pr_auc,test_inhibitors_classes_precision,test_inhibitors_classes_recall,test_total_acc,test_total_auc,test_total_loss,test_total_pr_auc
0,0,0.6922279596328735,0.7978203296661377,2.806727647781372,0.7675480842590332,0.7061295509338379,0.7186192870140076,0.6922279596328735,0.7978203296661377,2.806727647781372,0.7675480842590332
0,0,0.5882353186607361,0.5882352590560913,3.3635034561157227,0.6058071851730347,0.5882353186607361,0.5882353186607361,0.5882353186607361,0.5882352590560913,3.3635034561157227,0.6058071851730347
0,0,0.6950207352638245,0.7875745296478271,3.815701961517334,0.7450774908065796,0.7040711045265198,0.7173830270767212,0.6950207352638245,0.7875745296478271,3.815701961517334,0.7450774908065796
0,0,0.6470588445663452,0.8096885681152344,2.9275190830230713,0.8152302503585815,0.6679841876029968,0.6470588445663452,0.6470588445663452,0.8096885681152344,2.9275190830230713,0.8152302503585815
0,0,0.7603734731674194,0.8353967666625977,3.4483823776245117,0.7948801517486572,0.7518797516822815,0.7677501440048218,0.7603734731674194,0.8353967666625977,3.4483823776245117,0.7948801517486572
0,0,0.7941176295280457,0.84375,2.8953495025634766,0.827238917350769,0.7941176891326904,0.7951388955116272,0.7941176295280457,0.84375,2.8953495025634766,0.827238917350769
0,0,0.7313277721405029,0.8010681867599487,4.163399696350098,0.7571612596511841,0.7251001596450806,0.7400791645050049,0.7313277721405029,0.8010681867599487,4.163399696350098,0.7571612596511841
0,0,0.6969696879386902,0.8566176891326904,2.8979804515838623,0.8418766856193542,0.7272727489471436,0.7022058963775635,0.6969696879386902,0.8566176891326904,2.8979804515838623,0.8418766856193542
0,0,0.7520747184753418,0.8074713945388794,4.047975540161133,0.7671517729759216,0.7366684675216675,0.7447155714035034,0.7520747184753418,0.8074713945388794,4.047975540161133,0.7671517729759216
0,0,0.6969696879386902,0.7619485259056091,6.939981460571289,0.7339609265327454,0.6992481350898743,0.6948529481887817,0.6969696879386902,0.7619485259056091,6.939981460571289,0.7339609265327454
