epoch,lr,step,train_inhibitors_classes_acc,train_inhibitors_classes_loss,train_inhibitors_refine_acc,train_inhibitors_refine_loss,train_total_acc,train_total_loss,val_inhibitors_classes_acc,val_inhibitors_classes_loss,val_inhibitors_refine_acc,val_inhibitors_refine_loss,val_total_acc,val_total_loss
0.0,0.0010000000474974513,4,0.516263484954834,0.7016366124153137,0.4541667103767395,0.7015740275382996,0.516263484954834,0.7016366124153137,0.37142857909202576,0.6932080984115601,0.49253731966018677,0.691985547542572,0.37142857909202576,0.6932080984115601
1.0,0.0010000000474974513,9,0.5713129043579102,0.6926988959312439,0.4937500059604645,0.6933764815330505,0.5713129043579102,0.6926988959312439,0.37142857909202576,0.6921671032905579,0.49253731966018677,0.690680980682373,0.37142857909202576,0.6921671032905579
2.0,0.0010000000474974513,14,0.4370509088039398,0.689193844795227,0.5333333611488342,0.6895531415939331,0.4370509088039398,0.689193844795227,0.6816326379776001,0.6852350831031799,0.5074626803398132,0.6880069375038147,0.6816326379776001,0.6852350831031799
3.0,0.0010000000474974513,19,0.6995553970336914,0.680014431476593,0.5333333611488342,0.6815995573997498,0.6995553970336914,0.680014431476593,0.6061224341392517,0.6741733551025391,0.5074626803398132,0.6866629719734192,0.6061224341392517,0.6741733551025391
4.0,0.0010000000474974513,24,0.648631751537323,0.666165292263031,0.479166716337204,0.696770429611206,0.648631751537323,0.666165292263031,0.5795918107032776,0.6595227122306824,0.60447758436203,0.6613234877586365,0.5795918107032776,0.6595227122306824
5.0,0.0010000000474974513,29,0.6229581236839294,0.6492609977722168,0.6791666746139526,0.6499572992324829,0.6229581236839294,0.6492609977722168,0.6265305876731873,0.6376680731773376,0.6865671873092651,0.6319438815116882,0.6265305876731873,0.6376680731773376
6.0,0.0010000000474974513,34,0.6573652625083923,0.6254197359085083,0.643750011920929,0.6253480911254883,0.6573652625083923,0.6254197359085083,0.6489796042442322,0.7427734732627869,0.6567164063453674,0.6296992897987366,0.6489796042442322,0.7427734732627869
7.0,0.0010000000474974513,39,0.6199655532836914,0.6874068379402161,0.675000011920929,0.6321901679039001,0.6199655532836914,0.6874068379402161,0.6653061509132385,0.6218701601028442,0.7089552283287048,0.579437255859375,0.6653061509132385,0.6218701601028442
8.0,0.0010000000474974513,44,0.6546797156333923,0.6566754579544067,0.6520833373069763,0.6333814859390259,0.6546797156333923,0.6566754579544067,0.4938775599002838,0.6778414845466614,0.7089552283287048,0.6015617251396179,0.4938775599002838,0.6778414845466614
9.0,0.0010000000474974513,49,0.6004101634025574,0.6407387852668762,0.7083333730697632,0.5977045893669128,0.6004101634025574,0.6407387852668762,0.6959183812141418,0.6441686153411865,0.6940298676490784,0.608203113079071,0.6959183812141418,0.6441686153411865
