epoch,lr,step,train_inhibitors_classes_acc,train_inhibitors_classes_loss,train_inhibitors_refine_acc,train_inhibitors_refine_loss,train_total_acc,train_total_loss,val_inhibitors_classes_acc,val_inhibitors_classes_loss,val_inhibitors_refine_acc,val_inhibitors_refine_loss,val_total_acc,val_total_loss
0.0,0.0010000000474974513,4,0.5143916010856628,0.6969855427742004,0.39791667461395264,0.7014691233634949,0.5143916010856628,0.6969855427742004,0.4204081594944,0.6906391382217407,0.5149253606796265,0.6937010288238525,0.4204081594944,0.6906391382217407
1.0,0.0010000000474974513,9,0.42726507782936096,0.692585289478302,0.4854167103767395,0.6951314806938171,0.42726507782936096,0.692585289478302,0.6653061509132385,0.6870465278625488,0.5149253606796265,0.6926283240318298,0.6653061509132385,0.6870465278625488
2.0,0.0010000000474974513,14,0.645984947681427,0.6873335242271423,0.512499988079071,0.6895017027854919,0.645984947681427,0.6873335242271423,0.6040816307067871,0.6832879185676575,0.6343283653259277,0.682572066783905,0.6040816307067871,0.6832879185676575
3.0,0.0010000000474974513,19,0.5915873646736145,0.6822677254676819,0.5354167222976685,0.6916333436965942,0.5915873646736145,0.6822677254676819,0.5102040767669678,0.6761684417724609,0.6791045069694519,0.6748701333999634,0.5102040767669678,0.6761684417724609
4.0,0.0010000000474974513,24,0.6199337244033813,0.667374849319458,0.6020833849906921,0.6745501756668091,0.6199337244033813,0.667374849319458,0.6530612111091614,0.6710032820701599,0.6641790866851807,0.6655254364013672,0.6530612111091614,0.6710032820701599
5.0,0.0010000000474974513,29,0.5927891731262207,0.6808934211730957,0.7166666388511658,0.6333659887313843,0.5927891731262207,0.6808934211730957,0.38163265585899353,0.6975979208946228,0.5149253606796265,0.7655134201049805,0.38163265585899353,0.6975979208946228
6.0,0.0010000000474974513,34,0.5217560529708862,0.6893317103385925,0.5666666626930237,0.8193275332450867,0.5217560529708862,0.6893317103385925,0.4183673560619354,0.6793729066848755,0.5149253606796265,0.8270966410636902,0.4183673560619354,0.6793729066848755
7.0,0.0010000000474974513,39,0.5908915400505066,0.6773501634597778,0.5520833730697632,0.7277867794036865,0.5908915400505066,0.6773501634597778,0.6857143044471741,0.6563090682029724,0.48507463932037354,0.6854426860809326,0.6857143044471741,0.6563090682029724
8.0,0.0010000000474974513,44,0.47722288966178894,0.6890386939048767,0.5604166388511658,0.6737903952598572,0.47722288966178894,0.6890386939048767,0.5244898200035095,0.6573852896690369,0.6865671873092651,0.6544208526611328,0.5244898200035095,0.6573852896690369
9.0,0.0010000000474974513,49,0.6231657266616821,0.6560387015342712,0.6770833730697632,0.6473207473754883,0.6231657266616821,0.6560387015342712,0.6734693646430969,0.6269320249557495,0.6567164063453674,0.6396278738975525,0.6734693646430969,0.6269320249557495
10.0,0.0010000000474974513,54,0.6728283166885376,0.6245035529136658,0.6645833849906921,0.6274186968803406,0.6728283166885376,0.6245035529136658,0.655102014541626,0.616877019405365,0.7089552283287048,0.6111682653427124,0.655102014541626,0.616877019405365
11.0,0.0010000000474974513,59,0.6560060381889343,0.6264416575431824,0.6916666626930237,0.6232389807701111,0.6560060381889343,0.6264416575431824,0.5734694004058838,0.6681666970252991,0.7014925479888916,0.5981881618499756,0.5734694004058838,0.6681666970252991
