epoch,step,test_inhibitors_classes_acc,test_inhibitors_classes_auc,test_inhibitors_classes_loss,test_inhibitors_classes_pr_auc,test_inhibitors_classes_precision,test_inhibitors_classes_recall,test_total_acc,test_total_auc,test_total_loss,test_total_pr_auc
0,0,0.6279792785644531,0.6353732943534851,16.097728729248047,0.6377428770065308,0.31398963928222656,0.5,0.6279792785644531,0.6353732943534851,16.097728729248047,0.6377428770065308
0,0,0.5,0.5787197351455688,22.69832420349121,0.59954833984375,0.25,0.5,0.5,0.5787197351455688,22.69832420349121,0.59954833984375
0,0,0.6275933384895325,0.6432031393051147,7.2151288986206055,0.6440156102180481,0.31379666924476624,0.5,0.6275933384895325,0.6432031393051147,7.2151288986206055,0.6440156102180481
0,0,0.5,0.6410034894943237,10.00094223022461,0.6661784052848816,0.25,0.5,0.5,0.6410034894943237,10.00094223022461,0.6661784052848816
0,0,0.37240663170814514,0.6556239724159241,15.185155868530273,0.6199496984481812,0.18620331585407257,0.5,0.37240663170814514,0.6556239724159241,15.185155868530273,0.6199496984481812
0,0,0.529411792755127,0.6284722089767456,11.254556655883789,0.5928356051445007,0.2647058963775635,0.5,0.529411792755127,0.6284722089767456,11.254556655883789,0.5928356051445007
0,0,0.37240663170814514,0.6378035545349121,21.438154220581055,0.6090499758720398,0.18620331585407257,0.5,0.37240663170814514,0.6378035545349121,21.438154220581055,0.6090499758720398
0,0,0.5151515007019043,0.6452206373214722,15.723134994506836,0.6612634658813477,0.25757575035095215,0.5,0.5151515007019043,0.6452206373214722,15.723134994506836,0.6612634658813477
0,0,0.6275933384895325,0.6276226043701172,7.565494060516357,0.6232227683067322,0.31379666924476624,0.5,0.6275933384895325,0.6276226043701172,7.565494060516357,0.6232227683067322
0,0,0.4848484992980957,0.6875,10.508772850036621,0.6977821588516235,0.24242424964904785,0.5,0.4848484992980957,0.6875,10.508772850036621,0.6977821588516235
