epoch,step,test_inhibitors_classes_acc,test_inhibitors_classes_auc,test_inhibitors_classes_loss,test_inhibitors_classes_pr_auc,test_inhibitors_classes_precision,test_inhibitors_classes_recall,test_total_acc,test_total_auc,test_total_loss,test_total_pr_auc
0,0,0.6725388765335083,0.7737561464309692,2.1595916748046875,0.743306040763855,0.6872954964637756,0.6984013319015503,0.6725388765335083,0.7737561464309692,2.1595916748046875,0.743306040763855
0,0,0.6470588445663452,0.6920415163040161,2.0833070278167725,0.7158085107803345,0.6491228342056274,0.6470588445663452,0.6470588445663452,0.6920415163040161,2.0833070278167725,0.7158085107803345
0,0,0.6618257164955139,0.7221161127090454,1.6916788816452026,0.7025080919265747,0.6448030471801758,0.6507285833358765,0.6618257164955139,0.7221161127090454,1.6916788816452026,0.7025080919265747
0,0,0.7647058963775635,0.8685121536254883,0.9067481756210327,0.8721168041229248,0.7684210538864136,0.7647058963775635,0.7647058963775635,0.8685121536254883,0.9067481756210327,0.8721168041229248
0,0,0.6410788297653198,0.71674644947052,2.4534127712249756,0.7045503854751587,0.6334245204925537,0.642128050327301,0.6410788297653198,0.71674644947052,2.4534127712249756,0.7045503854751587
0,0,0.6764705777168274,0.7881944179534912,2.4662578105926514,0.8170230388641357,0.6941392421722412,0.6840277910232544,0.6764705777168274,0.7881944179534912,2.4662578105926514,0.8170230388641357
0,0,0.6504149436950684,0.7349743843078613,3.0142688751220703,0.6943824887275696,0.6710941791534424,0.679580569267273,0.6504149436950684,0.7349743843078613,3.0142688751220703,0.6943824887275696
0,0,0.6666666865348816,0.7757352590560913,1.7921788692474365,0.7974675297737122,0.7043478488922119,0.6727941036224365,0.6666666865348816,0.7757352590560913,1.7921788692474365,0.7974675297737122
0,0,0.6628630757331848,0.7123563885688782,3.7639477252960205,0.67345130443573,0.661815345287323,0.6730748414993286,0.6628630757331848,0.7123563885688782,3.7639477252960205,0.67345130443573
0,0,0.7575757503509521,0.7977941036224365,2.324571132659912,0.7602768540382385,0.7611111402511597,0.7591911554336548,0.7575757503509521,0.7977941036224365,2.324571132659912,0.7602768540382385
