epoch,step,test_inhibitors_classes_acc,test_inhibitors_classes_auc,test_inhibitors_classes_loss,test_inhibitors_classes_pr_auc,test_inhibitors_classes_precision,test_inhibitors_classes_recall,test_total_acc,test_total_auc,test_total_loss,test_total_pr_auc
0,0,0.6725388765335083,0.7541196942329407,4.214400291442871,0.7145612239837646,0.6832689642906189,0.6949952840805054,0.6725388765335083,0.7541196942329407,4.214400291442871,0.7145612239837646
0,0,0.7058823704719543,0.737024188041687,3.211664915084839,0.7362169027328491,0.7087719440460205,0.7058823704719543,0.7058823704719543,0.737024188041687,3.211664915084839,0.7362169027328491
0,0,0.6358920931816101,0.748278021812439,4.408395767211914,0.7082517147064209,0.6577494144439697,0.6651787757873535,0.6358920931816101,0.748278021812439,4.408395767211914,0.7082517147064209
0,0,0.7058823704719543,0.7967128157615662,3.017839193344116,0.7947179079055786,0.7087719440460205,0.7058823704719543,0.7058823704719543,0.7967128157615662,3.017839193344116,0.7947179079055786
0,0,0.6970954537391663,0.7739162445068359,3.8064169883728027,0.7337651252746582,0.6933119297027588,0.7065770626068115,0.6970954537391663,0.7739162445068359,3.8064169883728027,0.7337651252746582
0,0,0.8529411554336548,0.9479166269302368,0.9977761507034302,0.9529572129249573,0.8614035248756409,0.8576388955116272,0.8529411554336548,0.9479166269302368,0.9977761507034302,0.9529572129249573
0,0,0.6815352439880371,0.7567473649978638,5.870826721191406,0.7063893675804138,0.6895871162414551,0.7021087408065796,0.6815352439880371,0.7567473649978638,5.870826721191406,0.7063893675804138
0,0,0.5757575631141663,0.6636029481887817,5.859303951263428,0.6396477222442627,0.5777778029441833,0.5772058963775635,0.5757575631141663,0.6636029481887817,5.859303951263428,0.6396477222442627
0,0,0.7033194899559021,0.7492690682411194,4.514694690704346,0.7032297849655151,0.6942673921585083,0.7064388990402222,0.7033194899559021,0.7492690682411194,4.514694690704346,0.7032297849655151
0,0,0.7272727489471436,0.8125,2.75028657913208,0.7988574504852295,0.7279411554336548,0.7279411554336548,0.7272727489471436,0.8125,2.75028657913208,0.7988574504852295
