epoch,lr,step,train_inhibitors_classes_acc,train_inhibitors_classes_loss,train_total_acc,train_total_loss,val_inhibitors_classes_acc,val_inhibitors_classes_loss,val_total_acc,val_total_loss
0.0,0.0010000000474974513,9,0.5183705687522888,0.6929026246070862,0.5179687738418579,0.6929246187210083,0.5,0.6933252811431885,0.5,0.6933251619338989
1.0,0.0010000000474974513,19,0.5031948685646057,0.6940488219261169,0.503125011920929,0.6940509676933289,0.5,0.6935757398605347,0.5,0.6935755014419556
2.0,0.0010000000474974513,29,0.5,0.6936811208724976,0.5,0.693656861782074,0.5,0.6928361058235168,0.5,0.6928361654281616
3.0,0.0010000000474974513,39,0.5,0.6903174519538879,0.5,0.6902393102645874,0.5,0.6864014267921448,0.5,0.6864017248153687
4.0,0.0010000000474974513,49,0.6082268357276917,0.6821703314781189,0.6075000166893005,0.6820376515388489,0.6138178706169128,0.6729886531829834,0.6138178706169128,0.6729884743690491
5.0,0.0010000000474974513,59,0.6613418459892273,0.6621488332748413,0.6617500185966492,0.6618658304214478,0.6585463285446167,0.658135175704956,0.6585463285446167,0.6581353545188904
6.0,0.0010000000474974513,69,0.6725239753723145,0.642949640750885,0.6732344031333923,0.6421623229980469,0.6912938952445984,0.607810914516449,0.6912938952445984,0.6078107357025146
7.0,0.0010000000474974513,79,0.5223641991615295,0.7435284852981567,0.5218750238418579,0.7444044947624207,0.5,0.766606330871582,0.5,0.7666060924530029
8.0,0.0010000000474974513,89,0.5003993511199951,0.7103959918022156,0.5003906488418579,0.7105051875114441,0.5,0.7011597752571106,0.5,0.7011598944664001
9.0,0.0010000000474974513,99,0.5,0.6946563124656677,0.5,0.6946226954460144,0.5,0.6929945945739746,0.5,0.6929947137832642
10.0,0.0010000000474974513,109,0.5127795338630676,0.6930694580078125,0.512499988079071,0.6930338144302368,0.6333865523338318,0.6913048624992371,0.6333865523338318,0.6913049817085266
11.0,0.0010000000474974513,119,0.524760365486145,0.6926153302192688,0.524218738079071,0.6925739645957947,0.5,0.6893513202667236,0.5,0.6893511414527893
12.0,0.0010000000474974513,129,0.6070287227630615,0.6878226399421692,0.6066562533378601,0.6877571940422058,0.6649360656738281,0.6823409795761108,0.6649360656738281,0.6823409199714661
13.0,0.0010000000474974513,139,0.6621405482292175,0.6769878268241882,0.6617656350135803,0.6768259406089783,0.6493610143661499,0.6679314970970154,0.6493610143661499,0.6679317355155945
14.0,0.0010000000474974513,149,0.654552698135376,0.654646635055542,0.6545624732971191,0.654323399066925,0.6525558829307556,0.6378343105316162,0.6525558829307556,0.637834370136261
15.0,0.0010000000474974513,159,0.6984823942184448,0.6126711368560791,0.698843777179718,0.6121730804443359,0.7268370389938354,0.5794690251350403,0.7268370389938354,0.5794694423675537
