epoch,step,test_inhibitors_classes_acc,test_inhibitors_classes_auc,test_inhibitors_classes_loss,test_inhibitors_classes_pr_auc,test_inhibitors_classes_precision,test_inhibitors_classes_recall,test_total_acc,test_total_auc,test_total_loss,test_total_pr_auc
0,0,0.6518134474754333,0.7545723915100098,1.3835662603378296,0.7307776212692261,0.6670379638671875,0.6767905950546265,0.6518134474754333,0.7545723915100098,1.3835662603378296,0.7307776212692261
0,0,0.7352941036224365,0.8339099884033203,0.7795960307121277,0.8190914392471313,0.7361111044883728,0.7352941036224365,0.7352941036224365,0.8339099884033203,0.7795960307121277,0.8190914392471313
0,0,0.6628630757331848,0.7184039354324341,1.687638282775879,0.6986563205718994,0.6520711779594421,0.6611823439598083,0.6628630757331848,0.7184039354324341,1.687638282775879,0.6986563205718994
0,0,0.7647058963775635,0.7923876047134399,0.9641356468200684,0.7873262763023376,0.7684210538864136,0.7647058963775635,0.7647058963775635,0.7923876047134399,0.9641356468200684,0.7873262763023376
0,0,0.6493775844573975,0.6981928944587708,1.5798395872116089,0.6739668846130371,0.6445726156234741,0.6544027328491211,0.6493775844573975,0.6981928944587708,1.5798395872116089,0.6739668846130371
0,0,0.7352941036224365,0.8888888359069824,0.7340149283409119,0.9014865159988403,0.7352941036224365,0.7361111044883728,0.7352941036224365,0.8888888359069824,0.7340149283409119,0.9014865159988403
0,0,0.6410788297653198,0.7110960483551025,2.416271448135376,0.6752125024795532,0.6563295722007751,0.6653468012809753,0.6410788297653198,0.7110960483551025,2.416271448135376,0.6752125024795532
0,0,0.7272727489471436,0.779411792755127,0.9035291075706482,0.7751742601394653,0.7349624037742615,0.7297794222831726,0.7272727489471436,0.779411792755127,0.9035291075706482,0.7751742601394653
0,0,0.636929452419281,0.6979097127914429,2.1215996742248535,0.6787813305854797,0.6244035959243774,0.6314601898193359,0.636929452419281,0.6979097127914429,2.1215996742248535,0.6787813305854797
0,0,0.7272727489471436,0.8088234663009644,1.3390659093856812,0.8119117617607117,0.75,0.7316176891326904,0.7272727489471436,0.8088234663009644,1.3390659093856812,0.8119117617607117
